customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,customer_segment
56068ca6fa66573a884fd01f7394ffe8,173,1,18.87,3,4,1,"Loyal Customers"
ef1da686c3cbeb7aad736391842d0446,133,1,18.87,4,4,1,"Loyal Customers"
e6b50a185ecfa9d9e3b20205b455f729,132,1,18.89,4,4,1,"Loyal Customers"
dad626915d10f328fe7bd2eaa3a27e88,71,1,18.89,4,1,1,"New Customers"
de0c1a4d8c367c58d66e61dfa379f4cf,169,1,18.92,3,4,1,"Loyal Customers"
7c56f03a02e7ed831fc684b6f07142be,152,1,18.94,4,4,1,"Loyal Customers"
f3d5f4d7dfe0ba7806d68a521836f436,166,1,18.94,3,4,1,"Loyal Customers"
05b5f7bd9f0d0c31b4f479f1d4fd1c00,188,1,18.99,3,4,1,"Loyal Customers"
80157a9c83336266127e05e9fcfd4f97,482,1,19.00,1,2,1,"Lost Customers"
fc01c21e3a2b27c4dd460ac3fb5539c3,444,1,19.00,1,2,1,"Lost Customers"
7d891db7cb060922fcc19a04f6a90a72,180,1,19.06,3,4,1,"Loyal Customers"
aef0e5b8ad9cbd02d85e0ea26e84cc35,69,1,19.06,4,1,1,"New Customers"
e74195da32187bbe7bcb08f1077cf4d6,113,1,19.06,4,1,1,"New Customers"
0df8646043b2e16cb9d33ac55f0dd5b3,318,1,19.07,2,3,1,"At Risk"
aeba26a885fca6d1c3de0808d6ab999a,305,1,19.07,2,2,1,"At Risk"
161b6d415e8b3413c6609c70cf405b5a,176,1,19.08,3,4,1,"Loyal Customers"
9f9d249355f63c5c1216a82b802452c1,176,1,19.08,3,4,1,"Loyal Customers"
618f4fb2d1875c43b1821d6280d6e5e2,86,1,19.16,4,1,1,"New Customers"
a9b14551e3b3b65aafda561259f08f03,614,1,19.21,1,3,1,Others
0ee021d3f5f8797d7adc76dbf69a6b79,136,1,19.21,4,4,1,"Loyal Customers"
12ee0166c590c5966955f8c4de7628b6,159,1,19.21,4,4,1,"Loyal Customers"
2aefebc9e1901ae29a4030c7486cf5d9,65,1,19.26,4,1,1,"New Customers"
3061eb40f0271a2795e05c2a28f0d9db,64,1,19.26,4,1,1,"New Customers"
4911d24fe89fc2e4d9dc47a39ecc3a6e,64,1,19.26,4,1,1,"New Customers"
589e0b5121a9d32dfd142a439c735d73,73,1,19.26,4,1,1,"New Customers"
51c01649e2b270e89b1c14207e08ec84,61,1,19.29,4,1,1,"New Customers"
2c8abbbfb29cb450208d0f4f78fa4977,60,1,19.29,4,1,1,"New Customers"
221d79027182ae510f551736a38695af,116,1,19.29,4,1,1,"New Customers"
f0d2141fb362e04ef3662639001022c7,116,1,19.29,4,1,1,"New Customers"
ebffe0422a741fcb128156d94fa8fbf3,100,1,19.29,4,1,1,"New Customers"
86b054247fca7d67660e38d08900d129,109,1,19.29,4,1,1,"New Customers"
b9c91ed4cb34e2fc2a2aba78847c9f38,125,1,19.33,4,1,1,"New Customers"
00d88dff8797c35f7db7739109ba8cb3,356,1,19.33,2,4,1,"At Risk"
b2292c9e56f5a986542be6214034ee2f,267,1,19.33,3,2,1,"Loyal Customers"
